selection_rank,index,episode_index,frame_index,timestamp,task_index,coreset_score,action_delta,state_delta,vision_delta,rarity
922,9796,24,196,3.92,0,0.0453629,0.009033748,0.012510332,0.018979916,0.22885683
923,9802,24,202,4.04,0,0.070400916,0.0022685917,0.0060517197,0.026323281,0.4100877
924,9806,24,206,4.12,0,0.046594776,0.0027114842,0.0054819407,0.020909676,0.260319
925,9810,24,210,4.2,0,0.0366589,0.003320877,0.005295775,0.022624578,0.19011004
926,9816,24,216,4.32,0,0.033065222,0.0035353503,0.00803058,0.0193111,0.16661619
927,9820,24,220,4.4,0,0.042905446,0.0034297805,0.010804067,0.022578113,0.22239651
928,9824,24,224,4.48,0,0.052182607,0.0068595815,0.020382417,0.017304888,0.26906618
929,9828,24,228,4.56,0,0.06754592,0.0085314745,0.027674379,0.023774326,0.34465152
930,9832,24,232,4.64,0,0.05249192,0.004925661,0.018098228,0.023022328,0.26991862
931,9836,24,236,4.72,0,0.07425384,0.0046964143,0.011228774,0.039065424,0.4002436
932,9841,24,241,4.82,0,0.045990154,0.0039293156,0.007177207,0.007455407,0.2730449
933,9845,24,245,4.9,0,0.032541182,0.0035353408,0.0052287825,0.012352631,0.17938972
934,9850,24,250,5.0,0,0.036118206,0.0054229596,0.0048906477,0.022320746,0.18278214
935,9856,24,256,5.12,0,0.04372172,0.0027114903,0.0041699326,0.014604347,0.25386083
936,9860,24,260,5.2,0,0.036798798,0.0043721334,0.004458895,0.0123032015,0.20718683
937,9866,24,266,5.32,0,0.04954118,0.0030915746,0.004289231,0.02596178,0.2726425
938,9918,24,318,6.36,0,0.030086648,0.036484268,0.008122947,0.009223364,0.086537175
939,9922,24,322,6.44,0,0.032385983,0.0067564864,0.013135525,0.015786061,0.15193875
940,9930,24,330,6.6,0,0.03765647,0.0072756647,0.007612233,0.021642232,0.18530914
941,9936,24,336,6.72,0,0.07266993,0.022310097,0.02037801,0.033943456,0.34187353
942,9940,24,340,6.8,0,0.14509535,0.04328191,0.034852024,0.110597655,0.623895
943,9944,24,344,6.88,0,0.11367482,0.037873507,0.036547516,0.056909103,0.51369953
944,9948,24,348,6.96,0,0.13500464,0.05365722,0.032430798,0.046609808,0.6430964
945,9952,24,352,7.04,0,0.10303068,0.041014258,0.03246393,0.039130013,0.47184804
946,9956,24,356,7.12,0,0.098379105,0.008313259,0.016765261,0.07231455,0.4879967
947,9962,24,362,7.24,0,0.09007394,0.008134442,0.016116094,0.056491252,0.4605003
948,9966,24,366,7.32,0,0.086070284,0.007018519,0.011775894,0.05623191,0.44407904
949,9970,24,370,7.4,0,0.060023755,0.0074257203,0.007342335,0.030598015,0.31959775
950,9977,24,377,7.54,0,0.05184511,0.0024252306,0.0075323745,0.011201565,0.30875194
951,10000,25,0,0.0,0,0.4941027,0.4715795,0.5773107,0.58217955,0.26118225
952,10004,25,4,0.08,0,0.035432696,0.0019173109,0.012775544,0.03575162,0.15086563
953,10019,25,19,0.38,0,0.03633991,0.010777909,0.007421548,0.008305279,0.19090623
954,10024,25,24,0.48,0,0.05945032,0.008659805,0.008523264,0.038088683,0.2984427
955,10028,25,28,0.56,0,0.069197185,0.012833095,0.0070284884,0.03237487,0.3656984
956,10032,25,32,0.64,0,0.082849234,0.012890262,0.019898402,0.06852259,0.37488264
957,10036,25,36,0.72,0,0.058923017,0.010947136,0.010032754,0.026337452,0.3066598
958,10042,25,42,0.84,0,0.06040717,0.011890007,0.008685245,0.024382979,0.3198574
959,10048,25,48,0.96,0,0.070567265,0.012977714,0.011234062,0.03656392,0.36050376
960,10052,25,52,1.04,0,0.062428974,0.016638141,0.009590524,0.030177528,0.31109074
961,10056,25,56,1.12,0,0.05188874,0.025776865,0.010277382,0.03189177,0.21549699
962,10060,25,60,1.2,0,0.05151885,0.037207313,0.01568531,0.026400393,0.18649909
963,10064,25,64,1.28,0,0.034146786,0.030395014,0.02168871,0.012548706,0.09966119
964,10074,25,74,1.48,0,0.042236343,0.02867,0.01082059,0.013789076,0.17366283
965,10078,25,78,1.56,0,0.072294846,0.026784053,0.027824232,0.030821439,0.32172668
966,10082,25,82,1.64,0,0.06537102,0.012797262,0.01846216,0.03566297,0.315738
967,10088,25,88,1.76,0,0.053453933,0.010109139,0.0088729095,0.035072446,0.2595293
968,10092,25,92,1.84,0,0.034231395,0.005751923,0.0083845435,0.019115357,0.16895497
969,10096,25,96,1.92,0,0.03454463,0.004999729,0.0046886737,0.024779739,0.16951749
970,10118,25,118,2.36,0,0.03014379,0.0056876577,0.0033689532,0.017030057,0.15368904
971,10124,25,124,2.48,0,0.032160826,0.00575193,0.00706868,0.022424879,0.15182841
972,10128,25,128,2.56,0,0.035752483,0.0036378305,0.006032,0.019441595,0.18740562
973,10132,25,132,2.64,0,0.029310752,0.0027114823,0.0035222406,0.021839295,0.146809
974,10168,25,168,3.36,0,0.051857322,0.050711036,0.018523438,0.03427497,0.13939239
975,10188,25,188,3.76,0,0.08747425,0.012630971,0.018318135,0.06575548,0.41356668
976,10194,25,194,3.88,0,0.1719345,0.025651824,0.019541264,0.0922198,0.9001073
977,10199,25,199,3.98,0,0.13012706,0.023325047,0.026208967,0.04180024,0.69973993
978,10204,25,204,4.08,0,0.10257245,0.034449734,0.02459269,0.056013756,0.46908954
979,10209,25,209,4.18,0,0.13310786,0.026663678,0.029104803,0.043999888,0.70332927
980,10215,25,215,4.3,0,0.09658733,0.019176977,0.022760602,0.04373395,0.48834503
981,10219,25,219,4.38,0,0.065549664,0.011407577,0.013076036,0.026548024,0.34433997
982,10223,25,223,4.46,0,0.043074697,0.008951986,0.0074285567,0.006849062,0.24248062
983,10230,25,230,4.6,0,0.05837774,0.005815469,0.009239931,0.031802464,0.3072115
984,10236,25,236,4.72,0,0.06452116,0.0043721357,0.01222215,0.024595859,0.35857606
985,10243,25,243,4.86,0,0.06134955,0.004774061,0.027792007,0.018653676,0.320448
986,10248,25,248,4.96,0,0.067364424,0.0055568875,0.015394484,0.038199734,0.3468064
987,10252,25,252,5.04,0,0.058319274,0.0049997293,0.0097265495,0.031673618,0.30812883
988,10256,25,256,5.12,0,0.0697371,0.004617489,0.0065909573,0.028706482,0.39531076
989,10260,25,260,5.2,0,0.050402287,0.0032082652,0.004779227,0.01675819,0.2926336
990,10266,25,266,5.32,0,0.03969593,0.0037375316,0.0037055076,0.022297349,0.21258053
991,10276,25,276,5.52,0,0.03381536,0.004021783,0.003933194,0.023713361,0.169974
992,10352,25,352,7.04,0,0.078579724,0.016178278,0.012853757,0.054849178,0.37327728
993,10356,25,356,7.12,0,0.10433153,0.019665267,0.021920344,0.03197481,0.55983263
994,10360,25,360,7.2,0,0.087410055,0.024176363,0.026661452,0.038873304,0.41709757
995,10365,25,365,7.3,0,0.095577605,0.03205446,0.0324166,0.04143511,0.4393041
996,10369,25,369,7.38,0,0.099239364,0.0445751,0.032023344,0.027793009,0.45789322
997,10373,25,373,7.46,0,0.07214643,0.017255774,0.025347393,0.015373482,0.37284458
998,10378,25,378,7.56,0,0.06487867,0.0065861763,0.0071718516,0.04274271,0.3339658
999,10382,25,382,7.64,0,0.03839751,0.0064165303,0.0067855557,0.021582257,0.1937318
1000,10386,25,386,7.72,0,0.030889833,0.007376051,0.006893774,0.014966835,0.15228708
1001,10391,25,391,7.82,0,0.032450687,0.01064062,0.007719738,0.0042631985,0.17153823
1002,10396,25,396,7.92,0,0.04740896,0.011567576,0.0073272116,0.024922427,0.23531932
1003,10400,26,0,0.0,0,0.53064084,0.51025945,0.69890684,0.58160615,0.21281204
1004,10420,26,20,0.4,0,0.03986619,0.016758623,0.00903544,0.021464942,0.17583717
1005,10424,26,24,0.48,0,0.052420944,0.026095632,0.017466178,0.0208062,0.22479586
1006,10428,26,28,0.56,0,0.07628025,0.037963048,0.023531364,0.021821829,0.34436592
1007,10432,26,32,0.64,0,0.052893974,0.019230515,0.020614391,0.019866696,0.2402868
1008,10436,26,36,0.72,0,0.05247917,0.014632899,0.013806891,0.030519584,0.24184021
1009,10442,26,42,0.84,0,0.04964,0.0112125585,0.009125736,0.019393813,0.25723812
1010,10446,26,46,0.92,0,0.0430828,0.007437497,0.008101408,0.02187093,0.2199106
1011,10482,26,82,1.64,0,0.047688965,0.07819655,0.01805437,0.010704296,0.08753672
1012,10486,26,86,1.72,0,0.049099945,0.043486256,0.029733421,0.01982913,0.14326079
1013,10490,26,90,1.8,0,0.03491394,0.009885095,0.018037299,0.011204201,0.16095853
1014,10494,26,94,1.88,0,0.041483514,0.008574464,0.0119172195,0.015125013,0.21147929
1015,10498,26,98,1.96,0,0.037043523,0.00630091,0.008683137,0.017971868,0.18782967
1016,10504,26,104,2.08,0,0.035262708,0.008313259,0.006446267,0.022418618,0.16757897
1017,10556,26,156,3.12,0,0.03398988,0.060340285,0.0176479,0.00846082,0.042290665
1018,10560,26,160,3.2,0,0.029758599,0.02414401,0.026140908,0.010516131,0.08095957
1019,10574,26,174,3.48,0,0.058933955,0.012034829,0.0043445076,0.042430967,0.28685263
1020,10579,26,179,3.58,0,0.10383936,0.026965283,0.017205583,0.017785681,0.5710246
1021,10584,26,184,3.68,0,0.13367683,0.026924362,0.029131914,0.09780213,0.6167986
1022,10590,26,190,3.8,0,0.109843455,0.029838637,0.03102915,0.06681461,0.49959326
1023,10594,26,194,3.88,0,0.097339466,0.019851321,0.02230553,0.051865235,0.47899204
1024,10598,26,198,3.96,0,0.06401399,0.014626955,0.012449573,0.037877448,0.30875194
1025,10602,26,202,4.04,0,0.063831605,0.010325011,0.012760116,0.021903224,0.34368008
1026,10606,26,206,4.12,0,0.07693817,0.012543353,0.011700618,0.053673398,0.37469655
1027,10610,26,210,4.2,0,0.048193805,0.004112171,0.007829723,0.023430621,0.25959638
1028,10614,26,214,4.28,0,0.05491021,0.0019173048,0.007282713,0.024073545,0.30933392
1029,10620,26,220,4.4,0,0.054432686,0.0028438293,0.014372245,0.04165656,0.26286763
1030,10624,26,224,4.48,0,0.042300902,0.005072716,0.023284944,0.024030374,0.19131081
1031,10628,26,228,4.56,0,0.04667714,0.0050727227,0.026108436,0.017170768,0.22721255
1032,10632,26,232,4.64,0,0.061793476,0.007173911,0.017773878,0.044455305,0.29150206
1033,10636,26,236,4.72,0,0.057089683,0.009962628,0.012162373,0.025592372,0.29442716
1034,10640,26,240,4.8,0,0.05989559,0.0059405584,0.008515503,0.027781146,0.3249482
1035,10644,26,244,4.88,0,0.08816664,0.011342934,0.012475922,0.036663443,0.47941178
1036,10649,26,249,4.98,0,0.065043755,0.0077169985,0.008978355,0.024875963,0.35919482
1037,10655,26,255,5.1,0,0.07090442,0.0063009206,0.0050128726,0.010719785,0.43177286
1038,10659,26,259,5.18,0,0.048028044,0.0035353305,0.003576521,0.01870904,0.27479523
1039,10666,26,266,5.32,0,0.032459088,0.0040217685,0.0029223184,0.012136127,0.18191239
1040,10670,26,270,5.4,0,0.039253227,0.0019172834,0.00359396,0.018206827,0.22087987
1041,10674,26,274,5.48,0,0.045177758,0.0025723428,0.0034978194,0.036030404,0.22930253
1042,10679,26,279,5.58,0,0.032259103,0.0027114665,0.0022537187,0.0090114735,0.18995859
1043,10685,26,285,5.7,0,0.034459177,0.0028438275,0.0027183404,0.0044675106,0.21111582
1044,10724,26,324,6.48,0,0.039878555,0.06444678,0.0082156155,0.013101007,0.07995353
1045,10732,26,332,6.64,0,0.030002775,0.004242442,0.01010814,0.010950459,0.15502179
1046,10739,26,339,6.78,0,0.060878206,0.025363583,0.017195964,0.014961563,0.2930771
1047,10743,26,343,6.86,0,0.10465051,0.042823832,0.029942114,0.02458762,0.5068649
1048,10750,26,350,7.0,0,0.1151118,0.034935012,0.038924266,0.067813426,0.5080008
1049,10754,26,354,7.08,0,0.08113026,0.03474508,0.033285536,0.024205359,0.3639784
1050,10761,26,361,7.22,0,0.09616904,0.015266402,0.016743647,0.036483515,0.5167934
1051,10768,26,368,7.36,0,0.100730896,0.0079977205,0.011844666,0.079908036,0.49995673
1052,10772,26,372,7.44,0,0.078505635,0.0037375316,0.0075328504,0.05512533,0.4102197
1053,10776,26,376,7.52,0,0.06720027,0.0035353184,0.005508658,0.03596812,0.37062478
1054,10780,26,380,7.6,0,0.043507107,0.0028438338,0.0041242614,0.031499624,0.22403863
1055,10784,26,384,7.68,0,0.04443951,0.004372147,0.0034504172,0.022837128,0.24224913
1056,10788,26,388,7.76,0,0.04267604,0.004696427,0.0033773456,0.02441,0.22723635
1057,10792,26,392,7.84,0,0.03162994,0.0012126035,0.0026838998,0.023770371,0.16394638
1058,10800,27,0,0.0,0,0.47659284,0.51546264,0.65770304,0.39702153,0.2166653
1059,10804,27,4,0.08,0,0.03386206,0.001917312,0.011837382,0.033037234,0.1464823
1060,10823,27,23,0.46,0,0.045156445,0.01744644,0.011910594,0.011663574,0.2210443
1061,10827,27,27,0.54,0,0.06881769,0.017277073,0.016119797,0.029335234,0.342713
1062,10831,27,31,0.62,0,0.069503784,0.012095766,0.012640701,0.020588709,0.37975276
1063,10835,27,35,0.7,0,0.057628427,0.009033749,0.0083581405,0.012123604,0.32897452
1064,10840,27,40,0.8,0,0.05501554,0.009114768,0.007262199,0.021405956,0.29772222
1065,10844,27,44,0.88,0,0.04063335,0.0065301172,0.007430882,0.013384406,0.22095992
1066,10848,27,48,0.96,0,0.04750616,0.008179496,0.006477879,0.023320226,0.2479587
1067,10852,27,52,1.04,0,0.031705245,0.0028438342,0.003867767,0.025357744,0.1560235
1068,10868,27,68,1.36,0,0.03669615,0.024419792,0.0067834915,0.017364535,0.14741479
1069,10872,27,72,1.44,0,0.041589588,0.038213257,0.014100574,0.015471684,0.13881256
1070,10876,27,76,1.52,0,0.04685036,0.053210717,0.022485971,0.017526995,0.12148912
1071,10880,27,80,1.6,0,0.030694632,0.0100862635,0.021469748,0.012539478,0.12441422
1072,10888,27,88,1.76,0,0.03641375,0.008617228,0.010518644,0.020332329,0.17123318
1073,10892,27,92,1.84,0,0.042680863,0.0071739107,0.0070313336,0.026557252,0.21181898
1074,10898,27,98,1.96,0,0.036563314,0.006183131,0.0054006656,0.019207627,0.1883143
1075,10902,27,102,2.04,0,0.03197652,0.0042872303,0.0047080084,0.0204391,0.16126142
1076,10966,27,166,3.32,0,0.029211435,0.05494872,0.011823324,0.0054432647,0.037751567
1077,10986,27,186,3.72,0,0.08585037,0.016670657,0.012506356,0.065079935,0.40412715
1078,10991,27,191,3.82,0,0.123718485,0.01957157,0.024406001,0.03421104,0.6814278
1079,10996,27,196,3.92,0,0.10584739,0.033528224,0.022305215,0.07018311,0.4732695
1080,11003,27,203,4.06,0,0.17679447,0.031551205,0.03405964,0.089899875,0.8984111
1081,11007,27,207,4.14,0,0.09370297,0.031093512,0.032161247,0.021656403,0.46243882
1082,11012,27,212,4.24,0,0.09693759,0.02138464,0.025522536,0.058878735,0.45568427
1083,11016,27,216,4.32,0,0.07517406,0.014193228,0.016550036,0.039491516,0.37464032
1084,11020,27,220,4.4,0,0.06364524,0.012579928,0.010110369,0.030478723,0.32729995
1085,11024,27,224,4.48,0,0.05437618,0.003429792,0.014276429,0.03197613,0.27741742
1086,11028,27,228,4.56,0,0.052805223,0.0032082738,0.021678723,0.025598304,0.2657538
1087,11034,27,234,4.68,0,0.070376635,0.0022685893,0.022655938,0.057712182,0.3299373
1088,11040,27,240,4.8,0,0.05986844,0.011942844,0.015208099,0.023177208,0.30728075
1089,11044,27,244,4.88,0,0.082320586,0.0056226533,0.010228551,0.060519822,0.41777045
1090,11048,27,248,4.96,0,0.04731974,0.004287229,0.006811948,0.019577693,0.26147866
1091,11052,27,252,5.04,0,0.05315317,0.0030915746,0.005972833,0.023456324,0.2980922
1092,11056,27,256,5.12,0,0.034020886,0.0030915746,0.0071404497,0.0144666005,0.18358049
1093,11060,27,260,5.2,0,0.037165776,0.0030915677,0.0046372316,0.014609289,0.20848064
1094,11125,27,325,6.5,0,0.039639995,0.014296465,0.012068539,0.013739646,0.18789457
1095,11130,27,330,6.6,0,0.052045234,0.025536934,0.015806736,0.021996813,0.22437614
1096,11137,27,337,6.74,0,0.05591934,0.028484188,0.023938937,0.011625348,0.24705867
1097,11141,27,341,6.82,0,0.060725197,0.039966144,0.026970033,0.012188193,0.24631658
1098,11145,27,345,6.9,0,0.11466121,0.030363765,0.035779513,0.09511048,0.47540924
1099,11149,27,349,6.98,0,0.09376629,0.02847702,0.029136194,0.0199705,0.4768177
1100,11154,27,354,7.08,0,0.07456523,0.022246003,0.018891102,0.0267787,0.36907786
1101,11158,27,358,7.16,0,0.062201574,0.00737604,0.007072029,0.025468467,0.34323224
1102,11162,27,362,7.24,0,0.08143966,0.00696591,0.0107307015,0.043470323,0.43634224
1103,11166,27,366,7.32,0,0.07039701,0.0073760375,0.011777719,0.06672695,0.32126153
1104,11171,27,371,7.42,0,0.062347308,0.008313244,0.010470676,0.028624427,0.33109263
1105,11176,27,376,7.52,0,0.07252952,0.00701849,0.0060999105,0.04330819,0.38480678
1106,11180,27,380,7.6,0,0.05732087,0.006242292,0.005019416,0.0268077,0.31452858
1107,11186,27,386,7.72,0,0.04668635,0.0014851444,0.00297048,0.034518495,0.24529539
1108,11600,29,0,0.0,0,0.5082236,0.48898602,0.58771574,0.6187899,0.23634699
1109,11616,29,16,0.32,0,0.039526924,0.012336503,0.0074091568,0.016491266,0.19489361
1110,11620,29,20,0.4,0,0.06857139,0.01594942,0.012764216,0.033553947,0.34273028
1111,11624,29,24,0.48,0,0.08656706,0.017084489,0.012544443,0.05836697,0.41906422
1112,11628,29,28,0.56,0,0.0882075,0.015880134,0.015134752,0.035053004,0.46735007
1113,11632,29,32,0.64,0,0.064013824,0.013905439,0.011452674,0.035619475,0.31585917
1114,11636,29,36,0.72,0,0.06314423,0.016184242,0.0135582145,0.043491084,0.28811613
1115,11640,29,40,0.8,0,0.04442613,0.011738067,0.01188144,0.016617808,0.22128661
1116,11644,29,44,0.88,0,0.037476152,0.0079021845,0.007944333,0.01989866,0.1849976
1117,11648,29,48,0.96,0,0.034980215,0.007855775,0.0058055995,0.016154481,0.17827116
1118,11660,29,60,1.2,0,0.034591585,0.042274263,0.015587751,0.009333099,0.09043586
1119,11664,29,64,1.28,0,0.043303277,0.036181875,0.024433006,0.015518148,0.13767888
1120,11670,29,70,1.4,0,0.06407326,0.0073164552,0.014723229,0.050474927,0.3014197
1121,11674,29,74,1.48,0,0.0515044,0.007997732,0.010426332,0.027311228,0.26180536
1122,11678,29,78,1.56,0,0.03494599,0.0071739135,0.0067166677,0.014173644,0.18141694
1123,11682,29,82,1.64,0,0.031012448,0.005490334,0.0049966914,0.015837798,0.15921472
1124,11686,29,86,1.72,0,0.029536327,0.004021783,0.004113098,0.017439669,0.1516034
1125,11729,29,129,2.58,0,0.029527266,0.04872064,0.015542757,0.0,0.057262346
1126,11746,29,146,2.92,0,0.08664341,0.011787932,0.010298152,0.0804778,0.39882433
1127,11750,29,150,3.0,0,0.080830134,0.018785704,0.011580871,0.03455804,0.41813606
1128,11755,29,155,3.1,0,0.09388091,0.016976567,0.019243049,0.03211355,0.5006664
1129,11759,29,159,3.18,0,0.14282729,0.019533973,0.022686094,0.049883083,0.785654
1130,11763,29,163,3.26,0,0.094436154,0.024039086,0.022817114,0.02816967,0.48850513
1131,11769,29,169,3.38,0,0.10313546,0.02428254,0.026546612,0.06287402,0.48187605
1132,11774,29,174,3.48,0,0.08144635,0.025979333,0.03188781,0.05374853,0.33962995
1133,11778,29,178,3.56,0,0.07101199,0.018410165,0.020928675,0.029845355,0.34583282
1134,11782,29,182,3.64,0,0.08572143,0.0051446776,0.009608874,0.027685251,0.49731505
1135,11787,29,187,3.74,0,0.049312975,0.0033208805,0.011067802,0.0145236105,0.27835208
1136,11792,29,192,3.84,0,0.048947155,0.0036378298,0.01870389,0.022049539,0.24990372
1137,11797,29,197,3.94,0,0.05909461,0.004696412,0.0259987,0.015888546,0.31319368
1138,11803,29,203,4.06,0,0.06940559,0.0021002977,0.01494379,0.03259269,0.37857577
1139,11807,29,207,4.14,0,0.061776556,0.0044554137,0.008921383,0.009105061,0.37140366
1140,11811,29,211,4.22,0,0.07140021,0.013393735,0.009157789,0.012515422,0.40862733
1141,11815,29,215,4.3,0,0.09202027,0.014974658,0.009699957,0.04898938,0.48071206
1142,11820,29,220,4.4,0,0.05927193,0.008179527,0.0077419775,0.033420812,0.307456
1143,11824,29,224,4.48,0,0.05308167,0.0077645043,0.006818294,0.026809016,0.2797151
1144,11828,29,228,4.56,0,0.053844538,0.009519261,0.0071376855,0.03614014,0.26462227
1145,11834,29,234,4.68,0,0.047227204,0.00402179,0.0059709568,0.03895734,0.23058334
1146,11838,29,238,4.76,0,0.03798138,0.004287229,0.0048784525,0.020004112,0.20173472
1147,11843,29,243,4.86,0,0.030310603,0.0054229414,0.0039263405,0.01073692,0.16497838
1148,11847,29,247,4.94,0,0.03139617,0.0021003045,0.0039845677,0.0071963924,0.18577215
1149,11866,29,266,5.32,0,0.037550718,0.0033208537,0.002475111,0.011485294,0.21932212
1150,11920,29,320,6.4,0,0.045934178,0.02326193,0.01639015,0.0108130425,0.20661134
1151,11924,29,324,6.48,0,0.082101986,0.035633042,0.030373823,0.059579987,0.3142798
1152,11931,29,331,6.62,0,0.1130531,0.039582063,0.045662615,0.048373807,0.50460184
1153,11935,29,335,6.7,0,0.10968278,0.049643088,0.037780803,0.02810475,0.5055754
1154,11939,29,339,6.78,0,0.0990933,0.025688542,0.02453611,0.023946013,0.51987857
1155,11944,29,344,6.88,0,0.070457704,0.0064735743,0.009319717,0.027435135,0.39335492
1156,11950,29,350,7.0,0,0.07796708,0.007837978,0.007165039,0.037096452,0.4277227
1157,11956,29,356,7.12,0,0.07544684,0.008179506,0.007281967,0.034772567,0.4138025
1158,11962,29,362,7.24,0,0.05123651,0.004021758,0.005286015,0.023666568,0.28393832
1159,11966,29,366,7.32,0,0.049272005,0.0061233714,0.005375532,0.020235775,0.27150664
1160,11970,29,370,7.4,0,0.064688295,0.0043721274,0.0051869643,0.041843407,0.34266973
1161,11974,29,374,7.48,0,0.045094166,0.0029702731,0.005634371,0.02738801,0.23865981
1162,12400,31,0,0.0,0,0.5590756,0.54769737,0.6844252,0.6304011,0.2578331
1163,12419,31,19,0.38,0,0.04586198,0.01144838,0.010158873,0.014933882,0.2372124
1164,12423,31,23,0.46,0,0.07868427,0.011014095,0.009107342,0.04208166,0.41354722
1165,12427,31,27,0.54,0,0.07617089,0.018410156,0.011090957,0.025117513,0.40450147
1166,12434,31,34,0.68,0,0.07908827,0.034850735,0.027182907,0.03371674,0.34443733
1167,12439,31,39,0.78,0,0.06223072,0.02286346,0.023182264,0.013866517,0.29977542
1168,12446,31,46,0.92,0,0.039774906,0.007789734,0.009190661,0.030005181,0.18166359
1169,12450,31,50,1.0,0,0.030617028,0.0061667496,0.004462543,0.021417819,0.14659049
1170,12460,31,60,1.2,0,0.04072708,0.03469622,0.011210834,0.01582923,0.14548925
1171,12464,31,64,1.28,0,0.064510554,0.06432568,0.022839973,0.021023694,0.20687096
1172,12468,31,68,1.36,0,0.052856788,0.010194733,0.022419771,0.026689066,0.2467428
1173,12472,31,72,1.44,0,0.042339735,0.0170907,0.01578202,0.015766947,0.18980499
1174,12478,31,78,1.56,0,0.038333006,0.004925667,0.008190571,0.018035468,0.20035006
1175,12482,31,82,1.64,0,0.029684976,0.006063057,0.005446178,0.014545689,0.15043293
1176,12488,31,88,1.76,0,0.030735672,0.005751903,0.004483789,0.013863551,0.16090445
1177,12492,31,92,1.84,0,0.039197493,0.0060021216,0.0051432876,0.023577593,0.19944353
1178,12498,31,98,1.96,0,0.034694932,0.005490328,0.0046646935,0.028947372,0.16246869
1179,12502,31,102,2.04,0,0.037563786,0.006530118,0.005024127,0.023539038,0.18758303
1180,12508,31,108,2.16,0,0.03515396,0.0054229638,0.004792243,0.027115485,0.16852659
1181,12528,31,128,2.56,0,0.03223908,0.047941852,0.015894376,0.012855503,0.055146407
1182,12543,31,143,2.86,0,0.049955457,0.009314242,0.008902042,0.014405967,0.27245644
1183,12547,31,147,2.94,0,0.085404724,0.01653781,0.015982568,0.019513434,0.47161657
1184,12551,31,151,3.02,0,0.11977926,0.03867071,0.019638665,0.029891161,0.62574697
1185,12555,31,155,3.1,0,0.100234464,0.039702613,0.029592056,0.01976553,0.49332765
1186,12559,31,159,3.18,0,0.09337495,0.02605384,0.026611919,0.019504538,0.4848466
1187,12563,31,163,3.26,0,0.12590766,0.03245861,0.030884834,0.04284783,0.64075977
1188,12567,31,167,3.34,0,0.08315189,0.03638846,0.026719267,0.02107082,0.3897894
1189,12571,31,171,3.42,0,0.04325762,0.014727096,0.018743046,0.005633077,0.21339403
1190,12580,31,180,3.6,0,0.042820416,0.0051446836,0.009291296,0.029319087,0.20911455
1191,12584,31,184,3.68,0,0.040220313,0.0076211533,0.008586413,0.015260781,0.2106074
1192,12590,31,190,3.8,0,0.06599392,0.008500077,0.018477455,0.03707536,0.32753792
1193,12596,31,196,3.92,0,0.09108236,0.009234955,0.02536671,0.0493143,0.4611991
1194,12600,31,200,4.0,0,0.07574757,0.009813929,0.019387819,0.04475683,0.37517688
1195,12605,31,205,4.1,0,0.073741995,0.015457857,0.0153566385,0.033439267,0.37421843
1196,12609,31,209,4.18,0,0.042147383,0.0067515397,0.013086723,0.007191779,0.23143144
1197,12613,31,213,4.26,0,0.034811012,0.005164094,0.0059310747,0.0065508327,0.19922069
1198,12618,31,218,4.36,0,0.052535027,0.0061831484,0.004452737,0.040129494,0.26150244
1199,12622,31,222,4.44,0,0.042396657,0.005815499,0.0055145514,0.023157107,0.22128877
1200,12628,31,228,4.56,0,0.044201653,0.0064165373,0.007404129,0.021707151,0.23118696
1201,12632,31,232,4.64,0,0.0582538,0.0075240494,0.005334042,0.015394572,0.33625484
1202,12636,31,236,4.72,0,0.041247092,0.00309157,0.004817445,0.022599533,0.22207198
1203,12642,31,242,4.84,0,0.04733393,0.002711464,0.0033751836,0.03565968,0.24417467
1204,12646,31,246,4.92,0,0.039078925,0.0024252306,0.003261028,0.013383748,0.227126
1205,12694,31,294,5.88,0,0.04622843,0.02782408,0.015150609,0.017813032,0.18832728
1206,12698,31,298,5.96,0,0.0831155,0.0283292,0.03074316,0.044519894,0.36256343
1207,12702,31,302,6.04,0,0.10494274,0.03678034,0.03885543,0.08056776,0.4147588
1208,12707,31,307,6.14,0,0.09005782,0.05973883,0.035573527,0.015343495,0.37613314
1209,12711,31,311,6.22,0,0.12187572,0.034898847,0.043640535,0.036596216,0.5973462
1210,12715,31,315,6.3,0,0.07576206,0.011037963,0.018359317,0.011365014,0.42978457
1211,12722,31,322,6.44,0,0.10705802,0.012276757,0.01726687,0.08746757,0.51051694
1212,12728,31,328,6.56,0,0.10602282,0.009943054,0.009643875,0.049693927,0.584722
1213,12732,31,332,6.64,0,0.094134726,0.007764482,0.008879587,0.07364126,0.47191295
1214,12738,31,338,6.76,0,0.055021804,0.0067515206,0.0077993865,0.04123113,0.26934093
1215,12742,31,342,6.84,0,0.05495567,0.007524067,0.0062563084,0.04236144,0.26778537
1216,12746,31,346,6.92,0,0.031919118,0.0027114681,0.004366345,0.025929816,0.15597375
1217,12800,32,0,0.0,0,0.47802866,0.49370292,0.6509431,0.4642774,0.17618334
1218,12804,32,4,0.08,0,0.029378142,0.0014851432,0.012804221,0.029247578,0.12230261
1219,12820,32,20,0.4,0,0.043198086,0.013772631,0.0118279345,0.022465741,0.19869496
1220,12824,32,24,0.48,0,0.07056897,0.010812001,0.010790138,0.03185552,0.37415567
1221,12829,32,29,0.58,0,0.0704817,0.012514008,0.007707843,0.064800486,0.31983143
1222,12836,32,36,0.72,0,0.058578294,0.008869483,0.008032537,0.031986017,0.3031289
